start,P_or_T_above,time_until_peak,time_until_trough,peaks_above,troughs_above
836,False,4,11,0,0
837,False,3,10,0,0
838,False,2,9,0,0
839,False,1,8,0,0
840,False,14,7,0,0
841,False,13,6,0,0
842,False,12,5,0,0
843,False,11,4,0,0
844,False,10,3,0,0
845,False,9,2,0,0
846,False,8,1,0,0
847,False,7,17,0,0
848,False,6,16,0,0
849,False,5,15,0,0
850,False,4,14,0,0
851,False,3,13,0,0
852,False,2,12,0,0
853,False,1,11,0,0
854,False,20,10,0,0
855,False,19,9,0,0
856,False,18,8,0,0
857,False,17,7,0,0
858,False,16,6,0,0
859,False,15,5,0,0
860,False,14,4,0,0
861,False,13,3,0,0
862,False,12,2,0,0
863,False,11,1,0,0
864,False,10,18,0,0
865,False,9,17,0,0
866,False,8,16,0,0
867,False,7,15,0,0
868,False,6,14,0,0
869,False,5,13,0,0
870,False,4,12,0,0
871,False,3,11,0,0
872,False,2,10,0,0
873,False,1,9,0,0
874,True,15,8,3,0
875,True,14,7,3,0
876,True,13,6,3,0
877,True,12,5,3,0
878,True,11,4,3,0
879,True,10,3,3,0
880,True,9,2,3,0
881,True,8,1,3,0
882,True,7,14,3,2
883,True,6,13,3,2
884,True,5,12,3,2
885,True,4,11,3,2
886,True,3,10,3,2
887,True,2,9,3,2
888,True,1,8,3,2
889,True,15,7,2,2
890,True,14,6,2,2
891,True,13,5,2,2
892,True,12,4,2,2
893,True,11,3,2,2
894,True,10,2,2,2
895,True,9,1,2,2
896,True,8,16,2,1
897,True,7,15,2,1
898,True,6,14,2,1
899,True,5,13,2,1
900,True,4,12,2,1
901,True,3,11,2,1
902,True,2,10,2,1
903,True,1,9,2,1
904,True,16,8,1,1
905,True,15,7,1,1
906,True,14,6,1,1
907,True,13,5,1,1
908,True,12,4,1,1
909,True,11,3,1,1
910,True,10,2,1,1
911,True,9,1,1,1
912,True,8,15,1,0
913,True,7,14,1,0
914,True,6,13,1,0
915,True,5,12,1,0
916,True,4,11,1,0
917,True,3,10,1,0
918,True,2,9,1,0
919,True,1,8,1,0
920,False,15,7,0,0
921,False,14,6,0,0
922,False,13,5,0,0
923,False,12,4,0,0
924,False,11,3,0,0
925,False,10,2,0,0
926,False,9,1,0,0
927,False,8,16,0,0
928,False,7,15,0,0
929,False,6,14,0,0
930,False,5,13,0,0
931,False,4,12,0,0
932,False,3,11,0,0
933,False,2,10,0,0
934,False,1,9,0,0
935,False,15,8,0,0
936,False,14,7,0,0
937,False,13,6,0,0
938,False,12,5,0,0
939,False,11,4,0,0
940,False,10,3,0,0
941,False,9,2,0,0
942,False,8,1,0,0
943,False,7,15,0,0
944,False,6,14,0,0
945,False,5,13,0,0
946,False,4,12,0,0
947,False,3,11,0,0
948,False,2,10,0,0
949,False,1,9,0,0
950,False,16,8,0,0
951,False,15,7,0,0
952,False,14,6,0,0
953,False,13,5,0,0
954,False,12,4,0,0
955,False,11,3,0,0
956,False,10,2,0,0
957,False,9,1,0,0
958,False,8,16,0,0
959,False,7,15,0,0
960,False,6,14,0,0
961,False,5,13,0,0
962,False,4,12,0,0
963,False,3,11,0,0
964,False,2,10,0,0
965,False,1,9,0,0
966,False,17,8,0,0
967,False,16,7,0,0
968,False,15,6,0,0
969,False,14,5,0,0
970,False,13,4,0,0
971,False,12,3,0,0
972,False,11,2,0,0
973,False,10,1,0,0
974,False,9,18,0,0
975,False,8,17,0,0
976,False,7,16,0,0
977,False,6,15,0,0
978,False,5,14,0,0
979,False,4,13,0,0
980,False,3,12,0,0
981,False,2,11,0,0
982,False,1,10,0,0
983,False,17,9,0,0
984,False,16,8,0,0
985,False,15,7,0,0
986,False,14,6,0,0
987,False,13,5,0,0
988,False,12,4,0,0
989,False,11,3,0,0
990,False,10,2,0,0
991,False,9,1,0,0
992,False,8,15,0,0
993,False,7,14,0,0
994,False,6,13,0,0
995,False,5,12,0,0
996,False,4,11,0,0
997,False,3,10,0,0
998,False,2,9,0,0
999,False,1,8,0,0
1000,False,14,7,0,0
1001,False,13,6,0,0
1002,False,12,5,0,0
1003,False,11,4,0,0
1004,False,10,3,0,0
1005,False,9,2,0,0
1006,False,8,1,0,0
1007,False,7,14,0,0
1008,False,6,13,0,0
1009,False,5,12,0,0
1010,False,4,11,0,0
1011,False,3,10,0,0
1012,False,2,9,0,0
1013,False,1,8,0,0
1014,False,15,7,0,0
1015,False,14,6,0,0
1016,False,13,5,0,0
1017,False,12,4,0,0
1018,False,11,3,0,0
1019,False,10,2,0,0
1020,False,9,1,0,0
1021,False,8,15,0,0
1022,False,7,14,0,0
1023,False,6,13,0,0
1024,False,5,12,0,0
1025,False,4,11,0,0
1026,False,3,10,0,0
1027,False,2,9,0,0
1028,False,1,8,0,0
1029,False,14,7,0,0
1030,False,13,6,0,0
1031,False,12,5,0,0
1032,False,11,4,0,0
1033,False,10,3,0,0
1034,False,9,2,0,0
1035,False,8,1,0,0
1036,False,7,15,0,0
1037,False,6,14,0,0
1038,False,5,13,0,0
1039,False,4,12,0,0
1040,False,3,11,0,0
1041,False,2,10,0,0
1042,False,1,9,0,0
1043,False,15,8,0,0
1044,False,14,7,0,0
1045,False,13,6,0,0
1046,False,12,5,0,0
1047,False,11,4,0,0
1048,False,10,3,0,0
1049,False,9,2,0,0
1050,False,8,1,0,0
1051,False,7,15,0,0
1052,False,6,14,0,0
1053,False,5,13,0,0
1054,False,4,12,0,0
1055,False,3,11,0,0
1056,False,2,10,0,0
1057,False,1,9,0,0
1058,False,15,8,0,0
1059,False,14,7,0,0
1060,False,13,6,0,0
1061,False,12,5,0,0
1062,False,11,4,0,0
1063,False,10,3,0,0
1064,False,9,2,0,0
1065,False,8,1,0,0
1066,False,7,18,0,0
1067,False,6,17,0,0
1068,False,5,16,0,0
1069,False,4,15,0,0
1070,False,3,14,0,0
1071,False,2,13,0,0
1072,False,1,12,0,0
1073,False,21,11,0,0
1074,False,20,10,0,0
1075,False,19,9,0,0
1076,False,18,8,0,0
1077,False,17,7,0,0
1078,False,16,6,0,0
1079,False,15,5,0,0
1080,False,14,4,0,0
1081,False,13,3,0,0
1082,False,12,2,0,0
1083,False,11,1,0,0
1084,False,10,17,0,0
1085,False,9,16,0,0
1086,False,8,15,0,0
1087,False,7,14,0,0
1088,False,6,13,0,0
1089,False,5,12,0,0
1090,False,4,11,0,0
1091,False,3,10,0,0
1092,False,2,9,0,0
1093,False,1,8,0,0
1094,False,15,7,0,0
1095,False,14,6,0,0
1096,False,13,5,0,0
1097,False,12,4,0,0
1098,False,11,3,0,0
1099,False,10,2,0,0
1100,False,9,1,0,0
1101,False,8,15,0,0
1102,False,7,14,0,0
1103,False,6,13,0,0
1104,False,5,12,0,0
1105,False,4,11,0,0
1106,False,3,10,0,0
1107,False,2,9,0,0
1108,False,1,8,0,0
1109,False,14,7,0,0
1110,False,13,6,0,0
1111,False,12,5,0,0
1112,False,11,4,0,0
1113,False,10,3,0,0
1114,False,9,2,0,0
1115,False,8,1,0,0
1116,False,7,15,0,0
1117,False,6,14,0,0
1118,False,5,13,0,0
1119,False,4,12,0,0
1120,False,3,11,0,0
1121,False,2,10,0,0
1122,False,1,9,0,0
1123,False,15,8,0,0
1124,False,14,7,0,0
1125,False,13,6,0,0
1126,False,12,5,0,0
1127,False,11,4,0,0
1128,False,10,3,0,0
1129,False,9,2,0,0
1130,False,8,1,0,0
1131,False,7,16,0,0
1132,False,6,15,0,0
1133,False,5,14,0,0
1134,False,4,13,0,0
1135,False,3,12,0,0
1136,False,2,11,0,0
1137,False,1,10,0,0
1138,False,20,9,0,0
1139,False,19,8,0,0
1140,False,18,7,0,0
1141,False,17,6,0,0
1142,False,16,5,0,0
1143,False,15,4,0,0
1144,False,14,3,0,0
1145,False,13,2,0,0
1146,False,12,1,0,0
1147,False,11,19,0,0
